"group","partno","matched.partno","cue","target","expnorm","judgment","fsg","bsg","swow"
"exp",599,377,"difficult","challenge",60,100,NA,NA,2.4822695035461
"exp",599,377,"difficult","easy",40,20,28.3,2.1,6.73758865248227
"exp",599,377,"melody","harmony",100,100,9.3,10.3,6.16438356164384
"exp",599,377,"melody","instrument",20,40,NA,NA,0.684931506849315
"exp",599,377,"melody","music",80,40,24.3,2,17.1232876712329
"exp",599,377,"melody","piano",40,40,NA,NA,0.684931506849315
"exp",599,377,"melody","rhapsody",60,80,NA,NA,NA
"exp",599,377,"organize","plan",60,80,3.4,8.1,1.76056338028169
"exp",599,377,"organize","setup",20,40,NA,NA,NA
"exp",599,377,"organize","sort",80,80,NA,NA,3.16901408450704
"exp",599,377,"pupil","uniform",80,100,NA,NA,NA
"matched",699,377,"assist","aid",80,60,6.1,0,9.02527075812274
"matched",699,377,"assist","care",40,80,NA,NA,NA
"matched",699,377,"bashful","awkward",20,80,NA,NA,0.352112676056338
"matched",699,377,"bashful","nervous",80,80,NA,NA,NA
"matched",699,377,"bashful","sheepish",60,80,NA,NA,0.352112676056338
"matched",699,377,"bashful","timid",40,80,NA,NA,5.28169014084507
"matched",699,377,"before","after",20,60,85.9,57.1,23.1884057971014
"matched",699,377,"beginning","introduction",20,80,NA,NA,0.359712230215827
"matched",699,377,"beginning","opening",80,60,NA,NA,1.07913669064748
"matched",699,377,"beginning","start",100,100,15.8,0,25.5395683453237
"matched",699,377,"body","brain",80,80,NA,NA,NA
"matched",699,377,"body","heart",40,60,NA,NA,0.677966101694915
"matched",699,377,"body","mind",40,60,2,6.3,4.06779661016949
"matched",699,377,"body","organs",20,100,NA,NA,NA
"matched",699,377,"break","crack",60,80,6.7,19.4,1.70068027210884
"matched",699,377,"break","smash",80,100,3.9,17.6,2.38095238095238
"matched",699,377,"break","snap",100,60,2.8,11.5,2.04081632653061
"matched",699,377,"car","supercar",80,40,NA,NA,NA
"matched",699,377,"casual","apathy",20,60,NA,NA,NA
"matched",699,377,"casual","clothes",60,80,9.5,0,5.72390572390572
"matched",699,377,"challenge","contest",60,100,NA,NA,NA
"matched",699,377,"challenge","difficult",20,60,2.7,0,6.41509433962264
"matched",699,377,"chowder","bisque",40,40,NA,NA,NA
"matched",699,377,"chowder","clam",100,80,75.5,4.2,19.8380566801619
"matched",699,377,"chowder","soup",80,60,12.9,1.2,19.0283400809717
"matched",699,377,"chowder","water",20,40,NA,NA,NA
"matched",699,377,"cinema","popcorn",60,80,NA,NA,9.18727915194346
"matched",699,377,"closed","door",80,80,7.2,0,14.4876325088339
"matched",699,377,"closed","finished",40,80,NA,NA,0.706713780918728
"matched",699,377,"closed","shut",100,80,2.6,0,14.1342756183746
"matched",699,377,"cloth","fabric",80,80,11.5,38.1,10.1754385964912
"matched",699,377,"cloth","nylon",20,40,NA,NA,NA
"matched",699,377,"common","everyday",80,80,4.1,0,1.70648464163823
"matched",699,377,"computer","drive",40,80,NA,NA,NA
"matched",699,377,"computer","memory",60,60,NA,NA,NA
"matched",699,377,"computer","processor",80,60,NA,NA,0.348432055749129
"matched",699,377,"dancer","ballet",100,100,25.5,7.6,17.4657534246575
"matched",699,377,"dancer","flamenco",60,40,NA,NA,0.342465753424658
"matched",699,377,"dancer","pole",40,60,NA,NA,0.342465753424658
"matched",699,377,"difficult","challenge",60,40,NA,NA,2.4822695035461
"matched",699,377,"difficult","easy",40,60,28.3,2.1,6.73758865248227
"matched",699,377,"melody","harmony",100,60,9.3,10.3,6.16438356164384
"matched",699,377,"melody","instrument",20,80,NA,NA,0.684931506849315
"matched",699,377,"melody","music",80,60,24.3,2,17.1232876712329
"matched",699,377,"melody","piano",40,80,NA,NA,0.684931506849315
"matched",699,377,"melody","rhapsody",60,80,NA,NA,NA
"matched",699,377,"organize","plan",60,100,3.4,8.1,1.76056338028169
"matched",699,377,"organize","setup",20,80,NA,NA,NA
"matched",699,377,"organize","sort",80,80,NA,NA,3.16901408450704
"matched",699,377,"pupil","uniform",80,40,NA,NA,NA
"exp",569,347,"assist","elderly",60,20,NA,NA,1.08303249097473
"exp",569,347,"assist","goal",40,60,NA,NA,0.72202166064982
"exp",569,347,"assist","help",100,100,84.2,1.6,30.6859205776173
"exp",569,347,"assist","nice",20,20,NA,NA,0.36101083032491
"exp",569,347,"bashful","blushing",20,60,NA,NA,1.76056338028169
"exp",569,347,"bashful","compliment",20,20,NA,NA,NA
"exp",569,347,"bashful","nervous",100,60,NA,NA,NA
"exp",569,347,"bashful","outgoing",40,20,NA,NA,0.352112676056338
"exp",569,347,"bashful","shy",100,80,73,7.6,29.9295774647887
"exp",569,347,"before","ahead",20,20,NA,NA,1.08695652173913
"exp",569,347,"before","pretense",60,20,NA,NA,NA
"exp",569,347,"beginning","journey",60,60,NA,NA,0.719424460431655
"exp",569,347,"beginning","start",80,80,15.8,0,25.5395683453237
"exp",569,347,"body","strength",80,60,NA,NA,NA
"exp",569,347,"break","bones",80,40,NA,NA,0.680272108843537
"exp",569,347,"break","fracture",20,40,NA,NA,1.70068027210884
"exp",569,347,"break","hurt",60,20,NA,NA,0.680272108843537
"exp",569,347,"car","fast",20,20,1.7,2.4,0.342465753424658
"exp",569,347,"car","transportation",80,100,3.3,59.5,2.3972602739726
"exp",569,347,"casual","easygoing",20,40,NA,NA,1.01010101010101
"exp",569,347,"casual","laid",60,20,NA,NA,NA
"exp",569,347,"casual","relaxed",100,60,6.8,0,6.06060606060606
"exp",569,347,"challenge","skillset",20,20,NA,NA,NA
"exp",569,347,"chowder","clams",40,100,NA,NA,2.83400809716599
"exp",569,347,"chowder","food",20,40,NA,NA,4.45344129554656
"exp",569,347,"chowder","soup",60,100,12.9,1.2,19.0283400809717
"exp",569,347,"chowder","thick",80,60,NA,NA,0.809716599190283
"exp",569,347,"cinema","fun",20,20,1.3,0,0.353356890459364
"exp",569,347,"cinema","popcorn",100,100,NA,NA,9.18727915194346
"exp",569,347,"cinema","sticky",60,40,NA,NA,NA
"exp",569,347,"closed","business",40,40,NA,NA,0.353356890459364
"exp",569,347,"closed","open",80,40,67.8,0,13.7809187279152
"exp",569,347,"closed","over",20,40,NA,NA,0.353356890459364
"exp",569,347,"closed","window",60,100,NA,NA,NA
"exp",569,347,"cloth","soft",40,60,3,0,1.05263157894737
"exp",569,347,"common","basic",40,40,NA,NA,NA
"exp",569,347,"common","easy",60,60,NA,NA,0.341296928327645
"exp",569,347,"common","rarity",20,20,NA,NA,NA
"exp",569,347,"computer","harddrive",40,40,NA,NA,NA
"exp",569,347,"computer","internet",80,80,NA,NA,8.01393728222996
"exp",569,347,"computer","memory",80,60,NA,NA,NA
"exp",569,347,"dancer","flexible",40,100,NA,NA,0.684931506849315
"exp",569,347,"dancer","legs",100,80,3.3,0,0.684931506849315
"exp",569,347,"difficult","challenging",60,80,NA,NA,4.25531914893617
"exp",569,347,"difficult","hard",80,100,59.4,0,30.1418439716312
"exp",569,347,"difficult","work",40,60,NA,NA,2.83687943262411
"exp",569,347,"melody","music",80,100,24.3,2,17.1232876712329
"exp",569,347,"melody","song",40,100,41.4,2,22.9452054794521
"exp",569,347,"pupil","color",80,40,NA,NA,0.342465753424658
"exp",569,347,"pupil","eyes",80,100,NA,NA,NA
"matched",669,347,"assist","elderly",60,20,NA,NA,1.08303249097473
"matched",669,347,"assist","goal",40,20,NA,NA,0.72202166064982
"matched",669,347,"assist","help",100,60,84.2,1.6,30.6859205776173
"matched",669,347,"assist","nice",20,20,NA,NA,0.36101083032491
"matched",669,347,"bashful","blushing",20,40,NA,NA,1.76056338028169
"matched",669,347,"bashful","compliment",20,20,NA,NA,NA
"matched",669,347,"bashful","nervous",100,20,NA,NA,NA
"matched",669,347,"bashful","outgoing",40,40,NA,NA,0.352112676056338
"matched",669,347,"bashful","shy",100,100,73,7.6,29.9295774647887
"matched",669,347,"before","ahead",20,20,NA,NA,1.08695652173913
"matched",669,347,"before","pretense",60,20,NA,NA,NA
"matched",669,347,"beginning","journey",60,20,NA,NA,0.719424460431655
"matched",669,347,"beginning","start",80,60,15.8,0,25.5395683453237
"matched",669,347,"body","strength",80,20,NA,NA,NA
"matched",669,347,"break","bones",80,20,NA,NA,0.680272108843537
"matched",669,347,"break","fracture",20,40,NA,NA,1.70068027210884
"matched",669,347,"break","hurt",60,20,NA,NA,0.680272108843537
"matched",669,347,"car","fast",20,40,1.7,2.4,0.342465753424658
"matched",669,347,"car","transportation",80,20,3.3,59.5,2.3972602739726
"matched",669,347,"casual","easygoing",20,40,NA,NA,1.01010101010101
"matched",669,347,"casual","laid",60,20,NA,NA,NA
"matched",669,347,"casual","relaxed",100,20,6.8,0,6.06060606060606
"matched",669,347,"challenge","skillset",20,20,NA,NA,NA
"matched",669,347,"chowder","clams",40,20,NA,NA,2.83400809716599
"matched",669,347,"chowder","food",20,20,NA,NA,4.45344129554656
"matched",669,347,"chowder","soup",60,40,12.9,1.2,19.0283400809717
"matched",669,347,"chowder","thick",80,20,NA,NA,0.809716599190283
"matched",669,347,"cinema","fun",20,20,1.3,0,0.353356890459364
"matched",669,347,"cinema","popcorn",100,40,NA,NA,9.18727915194346
"matched",669,347,"cinema","sticky",60,20,NA,NA,NA
"matched",669,347,"closed","business",40,20,NA,NA,0.353356890459364
"matched",669,347,"closed","open",80,100,67.8,0,13.7809187279152
"matched",669,347,"closed","over",20,20,NA,NA,0.353356890459364
"matched",669,347,"closed","window",60,20,NA,NA,NA
"matched",669,347,"cloth","soft",40,60,3,0,1.05263157894737
"matched",669,347,"common","basic",40,20,NA,NA,NA
"matched",669,347,"common","easy",60,20,NA,NA,0.341296928327645
"matched",669,347,"common","rarity",20,20,NA,NA,NA
"matched",669,347,"computer","harddrive",40,40,NA,NA,NA
"matched",669,347,"computer","internet",80,40,NA,NA,8.01393728222996
"matched",669,347,"computer","memory",80,20,NA,NA,NA
"matched",669,347,"dancer","flexible",40,40,NA,NA,0.684931506849315
"matched",669,347,"dancer","legs",100,40,3.3,0,0.684931506849315
"matched",669,347,"difficult","challenging",60,40,NA,NA,4.25531914893617
"matched",669,347,"difficult","hard",80,60,59.4,0,30.1418439716312
"matched",669,347,"difficult","work",40,20,NA,NA,2.83687943262411
"matched",669,347,"melody","music",80,40,24.3,2,17.1232876712329
"matched",669,347,"melody","song",40,80,41.4,2,22.9452054794521
"matched",669,347,"pupil","color",80,20,NA,NA,0.342465753424658
"matched",669,347,"pupil","eyes",80,40,NA,NA,NA
"exp",560,338,"assist","aid",40,60,6.1,0,9.02527075812274
"exp",560,338,"assist","help",100,60,84.2,1.6,30.6859205776173
"exp",560,338,"assist","walker",60,60,NA,NA,NA
"exp",560,338,"bashful","shy",100,80,73,7.6,29.9295774647887
"exp",560,338,"bashful","timid",60,60,NA,NA,5.28169014084507
"exp",560,338,"before","after",100,100,85.9,57.1,23.1884057971014
"exp",560,338,"before","post",40,40,NA,NA,0.36231884057971
"exp",560,338,"beginning","class",20,20,NA,NA,NA
"exp",560,338,"beginning","start",80,80,15.8,0,25.5395683453237
"exp",560,338,"beginning","story",60,60,NA,NA,2.15827338129496
"exp",560,338,"body","organs",40,60,NA,NA,NA
"exp",560,338,"body","people",20,40,NA,NA,NA
"exp",560,338,"body","skin",100,100,2.7,2,1.35593220338983
"exp",560,338,"break","tear",40,80,2.2,0,0.340136054421769
"exp",560,338,"car","roads",20,40,NA,NA,0.342465753424658
"exp",560,338,"casual","business",100,100,NA,NA,0.336700336700337
"exp",560,338,"casual","comfortable",80,60,5.4,0,2.02020202020202
"exp",560,338,"casual","shorts",60,40,1.4,0,NA
"exp",560,338,"challenge","game",20,40,2.7,0,1.13207547169811
"exp",560,338,"challenge","hard",60,100,8.2,0,7.92452830188679
"exp",560,338,"chowder","eating",20,60,NA,NA,NA
"exp",560,338,"chowder","food",60,40,NA,NA,4.45344129554656
"exp",560,338,"chowder","hot",40,40,NA,NA,0.809716599190283
"exp",560,338,"chowder","soup",80,80,12.9,1.2,19.0283400809717
"exp",560,338,"cinema","movie",80,80,79.3,2.5,18.3745583038869
"exp",560,338,"cinema","popcorn",80,60,NA,NA,9.18727915194346
"exp",560,338,"closed","door",100,100,7.2,0,14.4876325088339
"exp",560,338,"closed","exit",80,20,NA,NA,0.353356890459364
"exp",560,338,"cloth","clothes",40,80,18.2,0,9.47368421052632
"exp",560,338,"cloth","fabric",20,60,11.5,38.1,10.1754385964912
"exp",560,338,"cloth","shirt",60,60,1.8,0,2.80701754385965
"exp",560,338,"cloth","textile",80,80,NA,NA,NA
"exp",560,338,"common","people",20,80,3.4,0,3.41296928327645
"exp",560,338,"computer","facebook",100,100,NA,NA,NA
"exp",560,338,"computer","screen",60,80,2.7,0,3.83275261324042
"exp",560,338,"dancer","fun",60,20,NA,NA,0.342465753424658
"exp",560,338,"dancer","music",40,60,5.2,0,4.10958904109589
"exp",560,338,"difficult","hard",80,80,59.4,0,30.1418439716312
"exp",560,338,"difficult","math",40,40,NA,NA,0.354609929078014
"exp",560,338,"difficult","puzzle",60,80,NA,NA,0.354609929078014
"exp",560,338,"melody","lyrics",40,80,NA,NA,NA
"exp",560,338,"melody","music",20,60,24.3,2,17.1232876712329
"exp",560,338,"melody","song",100,80,41.4,2,22.9452054794521
"exp",560,338,"organize","homework",20,40,NA,NA,NA
"exp",560,338,"organize","neat",100,80,20.7,2,2.8169014084507
"exp",560,338,"organize","tidy",80,80,2.1,0,4.22535211267606
"exp",560,338,"pupil","eye",80,80,16.7,1.6,20.8904109589041
"exp",560,338,"pupil","learn",40,80,NA,NA,1.02739726027397
"exp",560,338,"pupil","seeing",20,40,NA,NA,NA
"exp",560,338,"pupil","student",100,100,68.3,5.1,24.6575342465753
"matched",660,338,"assist","aid",40,80,6.1,0,9.02527075812274
"matched",660,338,"assist","help",100,100,84.2,1.6,30.6859205776173
"matched",660,338,"assist","walker",60,20,NA,NA,NA
"matched",660,338,"bashful","shy",100,100,73,7.6,29.9295774647887
"matched",660,338,"bashful","timid",60,80,NA,NA,5.28169014084507
"matched",660,338,"before","after",100,80,85.9,57.1,23.1884057971014
"matched",660,338,"before","post",40,60,NA,NA,0.36231884057971
"matched",660,338,"beginning","class",20,60,NA,NA,NA
"matched",660,338,"beginning","start",80,100,15.8,0,25.5395683453237
"matched",660,338,"beginning","story",60,20,NA,NA,2.15827338129496
"matched",660,338,"body","organs",40,40,NA,NA,NA
"matched",660,338,"body","people",20,20,NA,NA,NA
"matched",660,338,"body","skin",100,40,2.7,2,1.35593220338983
"matched",660,338,"break","tear",40,80,2.2,0,0.340136054421769
"matched",660,338,"car","roads",20,60,NA,NA,0.342465753424658
"matched",660,338,"casual","business",100,60,NA,NA,0.336700336700337
"matched",660,338,"casual","comfortable",80,60,5.4,0,2.02020202020202
"matched",660,338,"casual","shorts",60,40,1.4,0,NA
"matched",660,338,"challenge","game",20,60,2.7,0,1.13207547169811
"matched",660,338,"challenge","hard",60,40,8.2,0,7.92452830188679
"matched",660,338,"chowder","eating",20,60,NA,NA,NA
"matched",660,338,"chowder","food",60,60,NA,NA,4.45344129554656
"matched",660,338,"chowder","hot",40,40,NA,NA,0.809716599190283
"matched",660,338,"chowder","soup",80,80,12.9,1.2,19.0283400809717
"matched",660,338,"cinema","movie",80,80,79.3,2.5,18.3745583038869
"matched",660,338,"cinema","popcorn",80,40,NA,NA,9.18727915194346
"matched",660,338,"closed","door",100,40,7.2,0,14.4876325088339
"matched",660,338,"closed","exit",80,60,NA,NA,0.353356890459364
"matched",660,338,"cloth","clothes",40,60,18.2,0,9.47368421052632
"matched",660,338,"cloth","fabric",20,40,11.5,38.1,10.1754385964912
"matched",660,338,"cloth","shirt",60,100,1.8,0,2.80701754385965
"matched",660,338,"cloth","textile",80,60,NA,NA,NA
"matched",660,338,"common","people",20,20,3.4,0,3.41296928327645
"matched",660,338,"computer","facebook",100,80,NA,NA,NA
"matched",660,338,"computer","screen",60,60,2.7,0,3.83275261324042
"matched",660,338,"dancer","fun",60,40,NA,NA,0.342465753424658
"matched",660,338,"dancer","music",40,80,5.2,0,4.10958904109589
"matched",660,338,"difficult","hard",80,100,59.4,0,30.1418439716312
"matched",660,338,"difficult","math",40,80,NA,NA,0.354609929078014
"matched",660,338,"difficult","puzzle",60,40,NA,NA,0.354609929078014
"matched",660,338,"melody","lyrics",40,80,NA,NA,NA
"matched",660,338,"melody","music",20,80,24.3,2,17.1232876712329
"matched",660,338,"melody","song",100,100,41.4,2,22.9452054794521
"matched",660,338,"organize","homework",20,40,NA,NA,NA
"matched",660,338,"organize","neat",100,20,20.7,2,2.8169014084507
"matched",660,338,"organize","tidy",80,20,2.1,0,4.22535211267606
"matched",660,338,"pupil","eye",80,20,16.7,1.6,20.8904109589041
"matched",660,338,"pupil","learn",40,40,NA,NA,1.02739726027397
"matched",660,338,"pupil","seeing",20,20,NA,NA,NA
"matched",660,338,"pupil","student",100,100,68.3,5.1,24.6575342465753
"control",6,NA,"assist","aid",NA,40,6.1,0,9.02527075812274
"control",7,NA,"assist","aid",NA,80,6.1,0,9.02527075812274
"control",8,NA,"assist","aid",NA,40,6.1,0,9.02527075812274
"control",9,NA,"assist","aid",NA,80,6.1,0,9.02527075812274
"control",10,NA,"assist","aid",NA,20,6.1,0,9.02527075812274
"control",11,NA,"assist","aid",NA,60,6.1,0,9.02527075812274
"control",12,NA,"assist","aid",NA,20,6.1,0,9.02527075812274
"control",13,NA,"assist","aid",NA,20,6.1,0,9.02527075812274
"control",14,NA,"assist","aid",NA,100,6.1,0,9.02527075812274
"control",15,NA,"assist","aid",NA,60,6.1,0,9.02527075812274
"control",16,NA,"assist","aid",NA,60,6.1,0,9.02527075812274
"control",17,NA,"assist","aid",NA,20,6.1,0,9.02527075812274
"control",18,NA,"assist","aid",NA,80,6.1,0,9.02527075812274
"control",19,NA,"assist","aid",NA,60,6.1,0,9.02527075812274
"control",20,NA,"assist","aid",NA,60,6.1,0,9.02527075812274
"control",21,NA,"assist","aid",NA,100,6.1,0,9.02527075812274
"control",22,NA,"assist","aid",NA,40,6.1,0,9.02527075812274
"control",23,NA,"assist","aid",NA,40,6.1,0,9.02527075812274
"control",24,NA,"assist","aid",NA,40,6.1,0,9.02527075812274
"control",25,NA,"assist","aid",NA,60,6.1,0,9.02527075812274
"control",26,NA,"assist","aid",NA,100,6.1,0,9.02527075812274
"control",27,NA,"assist","aid",NA,20,6.1,0,9.02527075812274
"control",28,NA,"assist","aid",NA,100,6.1,0,9.02527075812274
"control",29,NA,"assist","aid",NA,100,6.1,0,9.02527075812274
"control",30,NA,"assist","aid",NA,40,6.1,0,9.02527075812274
"control",31,NA,"assist","aid",NA,20,6.1,0,9.02527075812274
"control",32,NA,"assist","aid",NA,80,6.1,0,9.02527075812274
"control",33,NA,"assist","aid",NA,40,6.1,0,9.02527075812274
"control",34,NA,"assist","aid",NA,40,6.1,0,9.02527075812274
"control",35,NA,"assist","aid",NA,60,6.1,0,9.02527075812274
"control",36,NA,"assist","aid",NA,60,6.1,0,9.02527075812274
"control",37,NA,"assist","aid",NA,100,6.1,0,9.02527075812274
"control",38,NA,"assist","aid",NA,20,6.1,0,9.02527075812274
"control",39,NA,"assist","aid",NA,40,6.1,0,9.02527075812274
"control",40,NA,"assist","aid",NA,60,6.1,0,9.02527075812274
"control",41,NA,"assist","aid",NA,NA,6.1,0,9.02527075812274
"control",42,NA,"assist","aid",NA,60,6.1,0,9.02527075812274
"control",43,NA,"assist","aid",NA,60,6.1,0,9.02527075812274
"control",44,NA,"assist","aid",NA,100,6.1,0,9.02527075812274
"control",45,NA,"assist","aid",NA,40,6.1,0,9.02527075812274
"control",46,NA,"assist","aid",NA,60,6.1,0,9.02527075812274
"control",47,NA,"assist","aid",NA,20,6.1,0,9.02527075812274
"control",48,NA,"assist","aid",NA,100,6.1,0,9.02527075812274
"control",49,NA,"assist","aid",NA,20,6.1,0,9.02527075812274
"control",50,NA,"assist","aid",NA,100,6.1,0,9.02527075812274
"control",51,NA,"assist","aid",NA,40,6.1,0,9.02527075812274
"control",52,NA,"assist","aid",NA,100,6.1,0,9.02527075812274
"control",53,NA,"assist","aid",NA,80,6.1,0,9.02527075812274
"control",54,NA,"assist","aid",NA,80,6.1,0,9.02527075812274
"control",55,NA,"assist","aid",NA,100,6.1,0,9.02527075812274
"control",56,NA,"assist","aid",NA,40,6.1,0,9.02527075812274
"control",57,NA,"assist","aid",NA,100,6.1,0,9.02527075812274
"control",6,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",7,NA,"assist","help",NA,60,84.2,1.6,30.6859205776173
"control",8,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",9,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",10,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",11,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",12,NA,"assist","help",NA,60,84.2,1.6,30.6859205776173
"control",13,NA,"assist","help",NA,60,84.2,1.6,30.6859205776173
"control",14,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",15,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",16,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",17,NA,"assist","help",NA,20,84.2,1.6,30.6859205776173
"control",18,NA,"assist","help",NA,60,84.2,1.6,30.6859205776173
"control",19,NA,"assist","help",NA,60,84.2,1.6,30.6859205776173
"control",20,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",21,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",22,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",23,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",24,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",25,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",26,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",27,NA,"assist","help",NA,40,84.2,1.6,30.6859205776173
"control",28,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",29,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",30,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",31,NA,"assist","help",NA,20,84.2,1.6,30.6859205776173
"control",32,NA,"assist","help",NA,60,84.2,1.6,30.6859205776173
"control",33,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",34,NA,"assist","help",NA,60,84.2,1.6,30.6859205776173
"control",35,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",36,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",37,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",38,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",39,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",40,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",41,NA,"assist","help",NA,60,84.2,1.6,30.6859205776173
"control",42,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",43,NA,"assist","help",NA,60,84.2,1.6,30.6859205776173
"control",44,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",45,NA,"assist","help",NA,60,84.2,1.6,30.6859205776173
"control",46,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",47,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",48,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",49,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",50,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",51,NA,"assist","help",NA,40,84.2,1.6,30.6859205776173
"control",52,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",53,NA,"assist","help",NA,60,84.2,1.6,30.6859205776173
"control",54,NA,"assist","help",NA,80,84.2,1.6,30.6859205776173
"control",55,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",56,NA,"assist","help",NA,60,84.2,1.6,30.6859205776173
"control",57,NA,"assist","help",NA,100,84.2,1.6,30.6859205776173
"control",6,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",7,NA,"assist","teacher",NA,80,1.1,0,1.08303249097473
"control",8,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",9,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",10,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",11,NA,"assist","teacher",NA,100,1.1,0,1.08303249097473
"control",12,NA,"assist","teacher",NA,80,1.1,0,1.08303249097473
"control",13,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",14,NA,"assist","teacher",NA,100,1.1,0,1.08303249097473
"control",15,NA,"assist","teacher",NA,60,1.1,0,1.08303249097473
"control",16,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",17,NA,"assist","teacher",NA,100,1.1,0,1.08303249097473
"control",18,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",19,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",20,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",21,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",22,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",23,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",24,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",25,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",26,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",27,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",28,NA,"assist","teacher",NA,60,1.1,0,1.08303249097473
"control",29,NA,"assist","teacher",NA,60,1.1,0,1.08303249097473
"control",30,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",31,NA,"assist","teacher",NA,60,1.1,0,1.08303249097473
"control",32,NA,"assist","teacher",NA,60,1.1,0,1.08303249097473
"control",33,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",34,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",35,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",36,NA,"assist","teacher",NA,60,1.1,0,1.08303249097473
"control",37,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",38,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",39,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",40,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",41,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",42,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",43,NA,"assist","teacher",NA,60,1.1,0,1.08303249097473
"control",44,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",45,NA,"assist","teacher",NA,60,1.1,0,1.08303249097473
"control",46,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",47,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",48,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",49,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",50,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",51,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",52,NA,"assist","teacher",NA,60,1.1,0,1.08303249097473
"control",53,NA,"assist","teacher",NA,60,1.1,0,1.08303249097473
"control",54,NA,"assist","teacher",NA,20,1.1,0,1.08303249097473
"control",55,NA,"assist","teacher",NA,40,1.1,0,1.08303249097473
"control",56,NA,"assist","teacher",NA,80,1.1,0,1.08303249097473
"control",57,NA,"assist","teacher",NA,60,1.1,0,1.08303249097473
"control",6,NA,"bashful","dopey",NA,20,3.3,NA,0.704225352112676
"control",7,NA,"bashful","dopey",NA,60,3.3,NA,0.704225352112676
