"group","partno","matched.partno","cue","target","expnorm","judgment","fsg","bsg","swow"
"exp",561,339,"closed","shut",20,20,2.6,0,14.1342756183746
"exp",561,339,"closed","stop",40,100,NA,NA,NA
"exp",561,339,"cloth","dress",20,80,NA,NA,1.05263157894737
"exp",561,339,"common","equal",60,60,NA,NA,0.341296928327645
"exp",561,339,"common","usual",40,100,4.1,9.6,4.43686006825939
"exp",561,339,"computer","breakable",100,100,NA,NA,NA
"exp",561,339,"computer","technology",60,100,3.4,23.4,2.78745644599303
"exp",561,339,"dancer","feet",20,20,NA,NA,0.684931506849315
"exp",561,339,"dancer","sexy",100,100,NA,NA,NA
"exp",561,339,"difficult","deal",40,100,NA,NA,NA
"exp",561,339,"difficult","harsh",60,100,NA,NA,NA
"exp",561,339,"melody","harmony",80,80,9.3,10.3,6.16438356164384
"exp",561,339,"melody","loud",40,20,NA,NA,NA
"exp",561,339,"melody","music",100,80,24.3,2,17.1232876712329
"exp",561,339,"melody","tune",60,80,15,0,11.986301369863
"exp",561,339,"organize","mess",40,20,3.4,0,1.40845070422535
"exp",561,339,"organize","order",80,100,2.8,2.9,4.22535211267606
"exp",561,339,"pupil","see",100,100,NA,NA,1.02739726027397
"matched",661,339,"assist","back",60,40,NA,NA,NA
"matched",661,339,"assist","having",20,40,NA,NA,NA
"matched",661,339,"assist","somebody",40,100,NA,NA,0.36101083032491
"matched",661,339,"assist","support",80,100,NA,NA,2.52707581227437
"matched",661,339,"bashful","pig",60,20,NA,NA,NA
"matched",661,339,"bashful","timid",100,20,NA,NA,5.28169014084507
"matched",661,339,"before","ahead",80,60,NA,NA,1.08695652173913
"matched",661,339,"before","early",100,60,NA,NA,0.72463768115942
"matched",661,339,"before","the",20,100,NA,NA,NA
"matched",661,339,"beginning","finish",20,20,NA,NA,0.719424460431655
"matched",661,339,"beginning","pioneer",60,20,NA,NA,NA
"matched",661,339,"beginning","start",100,40,15.8,0,25.5395683453237
"matched",661,339,"body","fat",60,40,4.7,0,1.01694915254237
"matched",661,339,"body","masculine",80,40,NA,NA,NA
"matched",661,339,"body","muscle",20,20,9.5,4.8,NA
"matched",661,339,"break","destroy",20,40,6.1,3.9,3.40136054421769
"matched",661,339,"break","hit",40,60,NA,NA,0.340136054421769
"matched",661,339,"break","smash",60,20,3.9,17.6,2.38095238095238
"matched",661,339,"car","metal",80,40,NA,NA,0.342465753424658
"matched",661,339,"car","shiny",100,40,NA,NA,NA
"matched",661,339,"casual","everyday",100,100,NA,NA,0.673400673400673
"matched",661,339,"casual","informal",40,40,2.7,NA,4.71380471380471
"matched",661,339,"casual","ordinary",80,20,NA,NA,0.673400673400673
"matched",661,339,"challenge","duel",80,20,NA,NA,0.754716981132075
"matched",661,339,"challenge","fight",40,20,3.4,0,2.64150943396226
"matched",661,339,"challenge","hard",20,100,8.2,0,7.92452830188679
"matched",661,339,"cinema","drinks",20,20,NA,NA,NA
"matched",661,339,"cinema","movie",40,100,79.3,2.5,18.3745583038869
"matched",661,339,"cinema","popcorn",100,100,NA,NA,9.18727915194346
"matched",661,339,"cinema","theater",80,100,5.3,2,10.2473498233216
"matched",661,339,"closed","end",60,20,NA,NA,0.353356890459364
"matched",661,339,"closed","not",80,20,NA,NA,NA
"matched",661,339,"closed","shut",20,20,2.6,0,14.1342756183746
"matched",661,339,"closed","stop",40,20,NA,NA,NA
"matched",661,339,"cloth","dress",20,100,NA,NA,1.05263157894737
"matched",661,339,"common","equal",60,40,NA,NA,0.341296928327645
"matched",661,339,"common","usual",40,40,4.1,9.6,4.43686006825939
"matched",661,339,"computer","breakable",100,20,NA,NA,NA
"matched",661,339,"computer","technology",60,100,3.4,23.4,2.78745644599303
"matched",661,339,"dancer","feet",20,60,NA,NA,0.684931506849315
"matched",661,339,"dancer","sexy",100,80,NA,NA,NA
"matched",661,339,"difficult","deal",40,20,NA,NA,NA
"matched",661,339,"difficult","harsh",60,60,NA,NA,NA
"matched",661,339,"melody","harmony",80,20,9.3,10.3,6.16438356164384
"matched",661,339,"melody","loud",40,20,NA,NA,NA
"matched",661,339,"melody","music",100,100,24.3,2,17.1232876712329
"matched",661,339,"melody","tune",60,20,15,0,11.986301369863
"matched",661,339,"organize","mess",40,60,3.4,0,1.40845070422535
"matched",661,339,"organize","order",80,60,2.8,2.9,4.22535211267606
"matched",661,339,"pupil","see",100,20,NA,NA,1.02739726027397
"exp",583,361,"assist","aid",60,100,6.1,0,9.02527075812274
"exp",583,361,"assist","help",100,100,84.2,1.6,30.6859205776173
"exp",583,361,"assist","hockey",40,40,NA,NA,0.72202166064982
"exp",583,361,"assist","need",20,20,NA,NA,1.08303249097473
"exp",583,361,"bashful","embarrassed",40,40,NA,NA,4.22535211267606
"exp",583,361,"bashful","happy",60,60,NA,NA,NA
"exp",583,361,"bashful","sleepy",20,60,NA,NA,0.352112676056338
"exp",583,361,"before","after",80,100,85.9,57.1,23.1884057971014
"exp",583,361,"before","cartoons",20,20,NA,NA,NA
"exp",583,361,"before","starting",20,20,NA,NA,NA
"exp",583,361,"before","time",40,40,NA,NA,2.89855072463768
"exp",583,361,"beginning","end",80,100,74.7,0,18.705035971223
"exp",583,361,"beginning","finish",20,20,NA,NA,0.719424460431655
"exp",583,361,"beginning","middle",60,60,NA,NA,2.87769784172662
"exp",583,361,"beginning","story",40,20,NA,NA,2.15827338129496
"exp",583,361,"body","leg",40,80,1.4,2.4,0.338983050847458
"exp",583,361,"car","truck",60,100,11.1,26.4,4.45205479452055
"exp",583,361,"car","wheel",80,60,2.2,27.3,1.02739726027397
"exp",583,361,"casual","snazzy",20,20,NA,NA,NA
"exp",583,361,"challenge","class",60,40,NA,NA,NA
"exp",583,361,"challenge","hard",80,20,8.2,0,7.92452830188679
"exp",583,361,"chowder","clam",100,100,75.5,4.2,19.8380566801619
"exp",583,361,"chowder","soup",100,100,12.9,1.2,19.0283400809717
"exp",583,361,"cinema","movie",100,40,79.3,2.5,18.3745583038869
"exp",583,361,"cinema","popcorn",80,60,NA,NA,9.18727915194346
"exp",583,361,"cinema","theater",60,100,5.3,2,10.2473498233216
"exp",583,361,"closed","door",100,40,7.2,0,14.4876325088339
"exp",583,361,"closed","open",60,100,67.8,0,13.7809187279152
"exp",583,361,"closed","shut",20,40,2.6,0,14.1342756183746
"exp",583,361,"closed","window",80,80,NA,NA,NA
"exp",583,361,"cloth","clothes",60,100,18.2,0,9.47368421052632
"exp",583,361,"cloth","sewing",40,20,NA,NA,1.05263157894737
"exp",583,361,"common","average",80,60,2.1,1.3,2.04778156996587
"exp",583,361,"common","name",60,40,2.7,0,0.68259385665529
"exp",583,361,"common","place",20,20,2.1,0,1.70648464163823
"exp",583,361,"computer","mouse",80,80,NA,NA,3.48432055749129
"exp",583,361,"dancer","grace",20,20,NA,NA,2.73972602739726
"exp",583,361,"dancer","jazz",40,40,2,0,0.684931506849315
"exp",583,361,"dancer","music",80,80,5.2,0,4.10958904109589
"exp",583,361,"difficult","challenging",80,100,NA,NA,4.25531914893617
"exp",583,361,"difficult","hard",100,100,59.4,0,30.1418439716312
"exp",583,361,"difficult","school",40,40,NA,NA,NA
"exp",583,361,"melody","music",100,100,24.3,2,17.1232876712329
"exp",583,361,"organize","desk",60,80,NA,NA,1.40845070422535
"exp",583,361,"organize","file",80,60,1.4,2.1,2.11267605633803
"exp",583,361,"organize","folder",40,60,NA,NA,NA
"exp",583,361,"organize","list",100,60,NA,NA,0.704225352112676
"exp",583,361,"pupil","black",40,20,NA,NA,1.71232876712329
"exp",583,361,"pupil","eye",100,80,16.7,1.6,20.8904109589041
"exp",583,361,"pupil","teacher",20,20,8.7,0,5.82191780821918
"matched",683,361,"assist","aid",60,NA,6.1,0,9.02527075812274
"matched",683,361,"assist","help",100,80,84.2,1.6,30.6859205776173
"matched",683,361,"assist","hockey",40,20,NA,NA,0.72202166064982
"matched",683,361,"assist","need",20,20,NA,NA,1.08303249097473
"matched",683,361,"bashful","embarrassed",40,40,NA,NA,4.22535211267606
"matched",683,361,"bashful","happy",60,40,NA,NA,NA
"matched",683,361,"bashful","sleepy",20,20,NA,NA,0.352112676056338
"matched",683,361,"before","after",80,100,85.9,57.1,23.1884057971014
"matched",683,361,"before","cartoons",20,20,NA,NA,NA
"matched",683,361,"before","starting",20,40,NA,NA,NA
"matched",683,361,"before","time",40,40,NA,NA,2.89855072463768
"matched",683,361,"beginning","end",80,100,74.7,0,18.705035971223
"matched",683,361,"beginning","finish",20,80,NA,NA,0.719424460431655
"matched",683,361,"beginning","middle",60,20,NA,NA,2.87769784172662
"matched",683,361,"beginning","story",40,20,NA,NA,2.15827338129496
"matched",683,361,"body","leg",40,40,1.4,2.4,0.338983050847458
"matched",683,361,"car","truck",60,100,11.1,26.4,4.45205479452055
"matched",683,361,"car","wheel",80,40,2.2,27.3,1.02739726027397
"matched",683,361,"casual","snazzy",20,20,NA,NA,NA
"matched",683,361,"challenge","class",60,40,NA,NA,NA
"matched",683,361,"challenge","hard",80,20,8.2,0,7.92452830188679
"matched",683,361,"chowder","clam",100,40,75.5,4.2,19.8380566801619
"matched",683,361,"chowder","soup",100,20,12.9,1.2,19.0283400809717
"matched",683,361,"cinema","movie",100,80,79.3,2.5,18.3745583038869
"matched",683,361,"cinema","popcorn",80,80,NA,NA,9.18727915194346
"matched",683,361,"cinema","theater",60,100,5.3,2,10.2473498233216
"matched",683,361,"closed","door",100,80,7.2,0,14.4876325088339
"matched",683,361,"closed","open",60,60,67.8,0,13.7809187279152
"matched",683,361,"closed","shut",20,60,2.6,0,14.1342756183746
"matched",683,361,"closed","window",80,20,NA,NA,NA
"matched",683,361,"cloth","clothes",60,60,18.2,0,9.47368421052632
"matched",683,361,"cloth","sewing",40,60,NA,NA,1.05263157894737
"matched",683,361,"common","average",80,40,2.1,1.3,2.04778156996587
"matched",683,361,"common","name",60,20,2.7,0,0.68259385665529
"matched",683,361,"common","place",20,20,2.1,0,1.70648464163823
"matched",683,361,"computer","mouse",80,40,NA,NA,3.48432055749129
"matched",683,361,"dancer","grace",20,20,NA,NA,2.73972602739726
"matched",683,361,"dancer","jazz",40,20,2,0,0.684931506849315
"matched",683,361,"dancer","music",80,60,5.2,0,4.10958904109589
"matched",683,361,"difficult","challenging",80,100,NA,NA,4.25531914893617
"matched",683,361,"difficult","hard",100,80,59.4,0,30.1418439716312
"matched",683,361,"difficult","school",40,40,NA,NA,NA
"matched",683,361,"melody","music",100,80,24.3,2,17.1232876712329
"matched",683,361,"organize","desk",60,40,NA,NA,1.40845070422535
"matched",683,361,"organize","file",80,80,1.4,2.1,2.11267605633803
"matched",683,361,"organize","folder",40,80,NA,NA,NA
"matched",683,361,"organize","list",100,40,NA,NA,0.704225352112676
"matched",683,361,"pupil","black",40,60,NA,NA,1.71232876712329
"matched",683,361,"pupil","eye",100,100,16.7,1.6,20.8904109589041
"matched",683,361,"pupil","teacher",20,40,8.7,0,5.82191780821918
"exp",582,360,"bashful","embarrassed",100,100,NA,NA,4.22535211267606
"exp",582,360,"bashful","red",80,100,NA,NA,3.16901408450704
"exp",582,360,"before","tv",40,40,NA,NA,NA
"exp",582,360,"beginning","omega",40,20,NA,NA,NA
"exp",582,360,"beginning","tomorrow",20,80,NA,NA,NA
"exp",582,360,"body","muscles",20,20,NA,NA,0.338983050847458
"exp",582,360,"body","women",100,100,NA,NA,NA
"exp",582,360,"break","cigarettes",40,20,NA,NA,NA
"exp",582,360,"car","ford",60,100,NA,NA,NA
"exp",582,360,"car","gas",40,20,3.9,37.8,1.02739726027397
"exp",582,360,"car","repairs",20,20,NA,NA,0.684931506849315
"exp",582,360,"car","toyota",20,40,1.1,NA,NA
"exp",582,360,"casual","business",20,100,NA,NA,0.336700336700337
"exp",582,360,"casual","clothes",80,100,9.5,0,5.72390572390572
"exp",582,360,"casual","easy",60,40,2.7,0,3.7037037037037
"exp",582,360,"challenge","life",40,80,NA,NA,0.377358490566038
"exp",582,360,"challenge","school",60,80,NA,NA,0.754716981132075
"exp",582,360,"challenge","women",80,100,NA,NA,NA
"exp",582,360,"chowder","chunky",40,20,NA,NA,NA
"exp",582,360,"chowder","clam",80,100,75.5,4.2,19.8380566801619
"exp",582,360,"chowder","soup",80,20,12.9,1.2,19.0283400809717
"exp",582,360,"cinema","drive-ins",20,80,NA,NA,NA
"exp",582,360,"cinema","money",40,40,NA,NA,0.706713780918728
"exp",582,360,"cinema","movies",100,100,NA,NA,5.65371024734982
"exp",582,360,"cinema","popcorn",80,100,NA,NA,9.18727915194346
"exp",582,360,"closed","bar",80,100,NA,NA,NA
"exp",582,360,"closed","call",40,20,NA,NA,NA
"exp",582,360,"cloth","cleaning",80,100,NA,NA,1.40350877192982
"exp",582,360,"cloth","washing",40,20,NA,NA,0.350877192982456
"exp",582,360,"common","beer",40,40,NA,NA,NA
"exp",582,360,"common","computers",60,60,NA,NA,NA
"exp",582,360,"computer","games",80,100,NA,NA,2.4390243902439
"exp",582,360,"computer","internet",60,80,NA,NA,8.01393728222996
"exp",582,360,"dancer","broadway",20,20,NA,NA,NA
"exp",582,360,"dancer","erotic",60,100,NA,NA,NA
"exp",582,360,"dancer","stripper",20,100,1.3,NA,0.342465753424658
"exp",582,360,"difficult","hard",40,100,59.4,0,30.1418439716312
"exp",582,360,"difficult","painful",20,20,NA,NA,NA
"exp",582,360,"difficult","tests",20,80,NA,NA,0.354609929078014
"exp",582,360,"difficult","women",60,100,NA,NA,NA
"exp",582,360,"melody","drum",20,20,NA,NA,NA
"exp",582,360,"melody","easy",60,20,NA,NA,NA
"exp",582,360,"melody","music",80,100,24.3,2,17.1232876712329
"exp",582,360,"organize","apartment",40,60,NA,NA,NA
"exp",582,360,"organize","money",20,40,NA,NA,NA
"exp",582,360,"organize","room",60,100,1.4,0,0.704225352112676
"exp",582,360,"pupil","eye",100,100,16.7,1.6,20.8904109589041
"exp",582,360,"pupil","glasses",20,20,NA,NA,NA
"exp",582,360,"pupil","martial",60,60,NA,NA,NA
"exp",582,360,"pupil","student",80,100,68.3,5.1,24.6575342465753
"matched",682,360,"bashful","embarrassed",100,40,NA,NA,4.22535211267606
"matched",682,360,"bashful","red",80,60,NA,NA,3.16901408450704
"matched",682,360,"before","tv",40,100,NA,NA,NA
"matched",682,360,"beginning","omega",40,40,NA,NA,NA
"matched",682,360,"beginning","tomorrow",20,100,NA,NA,NA
"matched",682,360,"body","muscles",20,20,NA,NA,0.338983050847458
"matched",682,360,"body","women",100,20,NA,NA,NA
"matched",682,360,"break","cigarettes",40,20,NA,NA,NA
"matched",682,360,"car","ford",60,100,NA,NA,NA
"matched",682,360,"car","gas",40,20,3.9,37.8,1.02739726027397
"matched",682,360,"car","repairs",20,100,NA,NA,0.684931506849315
"matched",682,360,"car","toyota",20,20,1.1,NA,NA
"matched",682,360,"casual","business",20,20,NA,NA,0.336700336700337
"matched",682,360,"casual","clothes",80,20,9.5,0,5.72390572390572
"matched",682,360,"casual","easy",60,60,2.7,0,3.7037037037037
"matched",682,360,"challenge","life",40,80,NA,NA,0.377358490566038
"matched",682,360,"challenge","school",60,20,NA,NA,0.754716981132075
"matched",682,360,"challenge","women",80,80,NA,NA,NA
"matched",682,360,"chowder","chunky",40,60,NA,NA,NA
"matched",682,360,"chowder","clam",80,20,75.5,4.2,19.8380566801619
"matched",682,360,"chowder","soup",80,100,12.9,1.2,19.0283400809717
"matched",682,360,"cinema","drive-ins",20,20,NA,NA,NA
"matched",682,360,"cinema","money",40,20,NA,NA,0.706713780918728
"matched",682,360,"cinema","movies",100,40,NA,NA,5.65371024734982
"matched",682,360,"cinema","popcorn",80,100,NA,NA,9.18727915194346
"matched",682,360,"closed","bar",80,60,NA,NA,NA
"matched",682,360,"closed","call",40,60,NA,NA,NA
"matched",682,360,"cloth","cleaning",80,60,NA,NA,1.40350877192982
"matched",682,360,"cloth","washing",40,20,NA,NA,0.350877192982456
"matched",682,360,"common","beer",40,40,NA,NA,NA
"matched",682,360,"common","computers",60,20,NA,NA,NA
"matched",682,360,"computer","games",80,80,NA,NA,2.4390243902439
"matched",682,360,"computer","internet",60,60,NA,NA,8.01393728222996
"matched",682,360,"dancer","broadway",20,40,NA,NA,NA
"matched",682,360,"dancer","erotic",60,20,NA,NA,NA
"matched",682,360,"dancer","stripper",20,60,1.3,NA,0.342465753424658
"matched",682,360,"difficult","hard",40,100,59.4,0,30.1418439716312
"matched",682,360,"difficult","painful",20,20,NA,NA,NA
"matched",682,360,"difficult","tests",20,100,NA,NA,0.354609929078014
"matched",682,360,"difficult","women",60,100,NA,NA,NA
"matched",682,360,"melody","drum",20,20,NA,NA,NA
"matched",682,360,"melody","easy",60,100,NA,NA,NA
"matched",682,360,"melody","music",80,20,24.3,2,17.1232876712329
"matched",682,360,"organize","apartment",40,20,NA,NA,NA
"matched",682,360,"organize","money",20,40,NA,NA,NA
"matched",682,360,"organize","room",60,80,1.4,0,0.704225352112676
"matched",682,360,"pupil","eye",100,20,16.7,1.6,20.8904109589041
"matched",682,360,"pupil","glasses",20,100,NA,NA,NA
"matched",682,360,"pupil","martial",60,20,NA,NA,NA
"matched",682,360,"pupil","student",80,20,68.3,5.1,24.6575342465753
"exp",559,337,"assist","elderly",60,60,NA,NA,1.08303249097473
"exp",559,337,"assist","help",100,80,84.2,1.6,30.6859205776173
"exp",559,337,"bashful","quiet",60,20,NA,NA,5.98591549295775
"exp",559,337,"before","after",100,100,85.9,57.1,23.1884057971014
"exp",559,337,"before","happen",40,20,NA,NA,0.36231884057971
"exp",559,337,"before","preceding",60,40,1.3,NA,1.81159420289855
"exp",559,337,"beginning","middle",40,40,NA,NA,2.87769784172662
"exp",559,337,"beginning","start",100,100,15.8,0,25.5395683453237
"exp",559,337,"body","lotion",40,40,NA,NA,0.338983050847458
"exp",559,337,"break","sprain",20,40,NA,NA,NA
"exp",559,337,"break","time",40,40,NA,NA,1.70068027210884
"exp",559,337,"car","automobile",60,80,NA,NA,4.10958904109589
"exp",559,337,"car","truck",100,100,11.1,26.4,4.45205479452055
"exp",559,337,"car","vehicle",40,80,NA,NA,5.13698630136986
"exp",559,337,"casual","t-shirt",80,60,NA,NA,0.336700336700337
"exp",559,337,"challenge","goal",40,20,1.4,0,0.754716981132075
"exp",559,337,"challenge","tough",60,100,NA,NA,1.88679245283019
"exp",559,337,"challenge","work",20,20,NA,NA,0.754716981132075
"exp",559,337,"chowder","cloudy",20,20,NA,NA,NA
"exp",559,337,"chowder","soup",80,100,12.9,1.2,19.0283400809717
"exp",559,337,"cinema","entertainment",40,40,NA,NA,1.06007067137809
"exp",559,337,"cinema","popcorn",80,60,NA,NA,9.18727915194346
"exp",559,337,"cinema","screen",60,20,NA,NA,3.53356890459364
"exp",559,337,"cinema","theater",20,40,5.3,2,10.2473498233216
"exp",559,337,"closed","shut",100,100,2.6,0,14.1342756183746
"exp",559,337,"closed","unavailable",80,40,NA,NA,0.706713780918728
"exp",559,337,"cloth","clothing",100,100,NA,NA,2.10526315789474
"exp",559,337,"cloth","rough",80,100,NA,NA,NA
"exp",559,337,"common","known",80,80,NA,NA,NA
"exp",559,337,"common","many",20,80,NA,NA,0.68259385665529
"exp",559,337,"common","same",40,40,3.4,0,0.68259385665529
"exp",559,337,"computer","ipod",20,20,NA,NA,NA
"exp",559,337,"computer","keys",100,80,NA,NA,0.348432055749129
"exp",559,337,"computer","monitor",80,60,1.4,NA,NA
"exp",559,337,"dancer","flexible",40,40,NA,NA,0.684931506849315
"exp",559,337,"dancer","movement",60,80,NA,NA,1.71232876712329
"exp",559,337,"dancer","music",100,100,5.2,0,4.10958904109589
"exp",559,337,"dancer","strict",20,20,NA,NA,NA
"exp",559,337,"difficult","tough",80,100,NA,NA,2.83687943262411
"exp",559,337,"melody","harmony",100,100,9.3,10.3,6.16438356164384
"exp",559,337,"melody","main",60,80,NA,NA,NA
"exp",559,337,"melody","notes",20,20,NA,NA,2.3972602739726
"exp",559,337,"organize","change",20,40,NA,NA,NA
"exp",559,337,"organize","lay",60,60,NA,NA,NA
"exp",559,337,"organize","place",40,60,NA,NA,NA
"exp",559,337,"organize","sort",60,60,NA,NA,3.16901408450704
"exp",559,337,"organize","straighten",80,80,3.4,NA,1.40845070422535
"exp",559,337,"pupil","black",100,100,NA,NA,1.71232876712329
"exp",559,337,"pupil","child",20,20,NA,NA,1.02739726027397
"exp",559,337,"pupil","iris",80,60,NA,NA,3.76712328767123
"matched",659,337,"assist","elderly",60,20,NA,NA,1.08303249097473
"matched",659,337,"assist","help",100,40,84.2,1.6,30.6859205776173
"matched",659,337,"bashful","quiet",60,40,NA,NA,5.98591549295775
"matched",659,337,"before","after",100,100,85.9,57.1,23.1884057971014
"matched",659,337,"before","happen",40,20,NA,NA,0.36231884057971
"matched",659,337,"before","preceding",60,20,1.3,NA,1.81159420289855
"matched",659,337,"beginning","middle",40,20,NA,NA,2.87769784172662
"matched",659,337,"beginning","start",100,40,15.8,0,25.5395683453237
"matched",659,337,"body","lotion",40,20,NA,NA,0.338983050847458
"matched",659,337,"break","sprain",20,20,NA,NA,NA
"matched",659,337,"break","time",40,20,NA,NA,1.70068027210884
"matched",659,337,"car","automobile",60,20,NA,NA,4.10958904109589
"matched",659,337,"car","truck",100,80,11.1,26.4,4.45205479452055
"matched",659,337,"car","vehicle",40,40,NA,NA,5.13698630136986
"matched",659,337,"casual","t-shirt",80,20,NA,NA,0.336700336700337
"matched",659,337,"challenge","goal",40,60,1.4,0,0.754716981132075
"matched",659,337,"challenge","tough",60,80,NA,NA,1.88679245283019
"matched",659,337,"challenge","work",20,20,NA,NA,0.754716981132075
"matched",659,337,"chowder","cloudy",20,20,NA,NA,NA
"matched",659,337,"chowder","soup",80,40,12.9,1.2,19.0283400809717
"matched",659,337,"cinema","entertainment",40,20,NA,NA,1.06007067137809
"matched",659,337,"cinema","popcorn",80,40,NA,NA,9.18727915194346
"matched",659,337,"cinema","screen",60,20,NA,NA,3.53356890459364
"matched",659,337,"cinema","theater",20,80,5.3,2,10.2473498233216
"matched",659,337,"closed","shut",100,40,2.6,0,14.1342756183746
"matched",659,337,"closed","unavailable",80,20,NA,NA,0.706713780918728
"matched",659,337,"cloth","clothing",100,80,NA,NA,2.10526315789474
"matched",659,337,"cloth","rough",80,20,NA,NA,NA
"matched",659,337,"common","known",80,60,NA,NA,NA
"matched",659,337,"common","many",20,20,NA,NA,0.68259385665529
"matched",659,337,"common","same",40,80,3.4,0,0.68259385665529
"matched",659,337,"computer","ipod",20,60,NA,NA,NA
"matched",659,337,"computer","keys",100,40,NA,NA,0.348432055749129
"matched",659,337,"computer","monitor",80,40,1.4,NA,NA
"matched",659,337,"dancer","flexible",40,20,NA,NA,0.684931506849315
"matched",659,337,"dancer","movement",60,20,NA,NA,1.71232876712329
"matched",659,337,"dancer","music",100,60,5.2,0,4.10958904109589
"matched",659,337,"dancer","strict",20,20,NA,NA,NA
"matched",659,337,"difficult","tough",80,80,NA,NA,2.83687943262411
"matched",659,337,"melody","harmony",100,40,9.3,10.3,6.16438356164384
"matched",659,337,"melody","main",60,20,NA,NA,NA
"matched",659,337,"melody","notes",20,40,NA,NA,2.3972602739726
"matched",659,337,"organize","change",20,20,NA,NA,NA
"matched",659,337,"organize","lay",60,20,NA,NA,NA
"matched",659,337,"organize","place",40,20,NA,NA,NA
"matched",659,337,"organize","sort",60,40,NA,NA,3.16901408450704
"matched",659,337,"organize","straighten",80,40,3.4,NA,1.40845070422535
"matched",659,337,"pupil","black",100,20,NA,NA,1.71232876712329
"matched",659,337,"pupil","child",20,20,NA,NA,1.02739726027397
"matched",659,337,"pupil","iris",80,20,NA,NA,3.76712328767123
"exp",572,350,"assist","help",100,100,84.2,1.6,30.6859205776173
"exp",572,350,"assist","person",20,60,NA,NA,0.36101083032491
"exp",572,350,"assist","task",60,60,NA,NA,NA
"exp",572,350,"bashful","shy",100,80,73,7.6,29.9295774647887
"exp",572,350,"before","happens",60,80,NA,NA,NA
"exp",572,350,"before","prior",80,60,NA,NA,4.71014492753623
"exp",572,350,"beginning","end",40,60,74.7,0,18.705035971223
"exp",572,350,"beginning","start",100,100,15.8,0,25.5395683453237
"exp",572,350,"body","main",100,100,NA,NA,0.338983050847458
"exp",572,350,"body","object",40,60,NA,NA,NA
"exp",572,350,"body","part",80,80,2,0,0.677966101694915
"exp",572,350,"body","portion",20,60,NA,NA,NA
"exp",572,350,"break","make",80,80,NA,NA,0.340136054421769
"exp",572,350,"break","useful",20,80,NA,NA,NA
"exp",572,350,"car","mode",20,40,NA,NA,NA
"exp",572,350,"car","transportation",100,60,3.3,59.5,2.3972602739726
"exp",572,350,"car","used",60,60,NA,NA,0.342465753424658
"exp",572,350,"car","vehicle",40,60,NA,NA,5.13698630136986
"exp",572,350,"casual","fancy",100,80,NA,NA,NA
"exp",572,350,"casual","relaxed",40,80,6.8,0,6.06060606060606
"exp",572,350,"casual","simple",20,60,NA,NA,NA
"exp",572,350,"challenge","difficult",40,100,2.7,0,6.41509433962264
"exp",572,350,"challenge","engage",20,40,NA,NA,NA
"exp",572,350,"challenge","task",80,60,4.1,0,3.39622641509434
"exp",572,350,"chowder","soup",80,100,12.9,1.2,19.0283400809717
"exp",572,350,"chowder","thick",80,80,NA,NA,0.809716599190283
"exp",572,350,"cinema","movies",40,80,NA,NA,5.65371024734982
"exp",572,350,"cinema","theater",60,100,5.3,2,10.2473498233216
"exp",572,350,"closed","open",100,80,67.8,0,13.7809187279152
"exp",572,350,"cloth","clothing",40,100,NA,NA,2.10526315789474
"exp",572,350,"cloth","material",100,60,20.6,15,3.15789473684211
"exp",572,350,"cloth","type",80,80,NA,NA,NA
"exp",572,350,"common","often",60,60,NA,NA,0.341296928327645
"exp",572,350,"common","throughout",20,60,NA,NA,NA
"exp",572,350,"computer","advanced",60,80,NA,NA,NA
"exp",572,350,"computer","machine",40,80,4.1,8.8,2.09059233449477
"exp",572,350,"computer","specifically",20,60,NA,NA,NA
"exp",572,350,"dancer","person",100,100,NA,NA,NA
"exp",572,350,"difficult","complete",40,100,NA,NA,NA
"exp",572,350,"difficult","hard",80,100,59.4,0,30.1418439716312
"exp",572,350,"melody","part",80,80,NA,NA,NA
"exp",572,350,"melody","song",80,100,41.4,2,22.9452054794521
"exp",572,350,"melody","voice",20,40,NA,NA,NA
"exp",572,350,"organize","better",20,40,NA,NA,NA
"exp",572,350,"organize","clean",80,60,9,0,2.8169014084507
"exp",572,350,"organize","keep",60,40,NA,NA,NA
"exp",572,350,"pupil","learns",40,80,NA,NA,NA
"exp",572,350,"pupil","person",80,60,NA,NA,0.342465753424658
"exp",572,350,"pupil","student",80,80,68.3,5.1,24.6575342465753
"exp",572,350,"pupil","who",60,60,NA,NA,NA
"matched",672,350,"assist","help",100,80,84.2,1.6,30.6859205776173
"matched",672,350,"assist","person",20,20,NA,NA,0.36101083032491
"matched",672,350,"assist","task",60,20,NA,NA,NA
"matched",672,350,"bashful","shy",100,60,73,7.6,29.9295774647887
"matched",672,350,"before","happens",60,40,NA,NA,NA
"matched",672,350,"before","prior",80,80,NA,NA,4.71014492753623
"matched",672,350,"beginning","end",40,100,74.7,0,18.705035971223
"matched",672,350,"beginning","start",100,100,15.8,0,25.5395683453237
"matched",672,350,"body","main",100,40,NA,NA,0.338983050847458
"matched",672,350,"body","object",40,20,NA,NA,NA
"matched",672,350,"body","part",80,100,2,0,0.677966101694915
"matched",672,350,"body","portion",20,20,NA,NA,NA
"matched",672,350,"break","make",80,40,NA,NA,0.340136054421769
"matched",672,350,"break","useful",20,80,NA,NA,NA
"matched",672,350,"car","mode",20,60,NA,NA,NA
"matched",672,350,"car","transportation",100,80,3.3,59.5,2.3972602739726
"matched",672,350,"car","used",60,80,NA,NA,0.342465753424658
"matched",672,350,"car","vehicle",40,100,NA,NA,5.13698630136986
